Target;Target_Namespace;Target_Type;Target_Method;Job_Id;Job_AnalyzeLaunchVariance;Job_EvaluateOverhead;Job_MaxAbsoluteError;Job_MaxRelativeError;Job_MinInvokeCount;Job_MinIterationTime;Job_OutlierMode;Job_Affinity;Job_EnvironmentVariables;Job_Jit;Job_LargeAddressAware;Job_Platform;Job_PowerPlanMode;Job_Runtime;Job_AllowVeryLargeObjects;Job_Concurrent;Job_CpuGroups;Job_Force;Job_HeapAffinitizeMask;Job_HeapCount;Job_NoAffinitize;Job_RetainVm;Job_Server;Job_Arguments;Job_BuildConfiguration;Job_Clock;Job_EngineFactory;Job_NuGetReferences;Job_Toolchain;Job_IsMutator;Job_InvocationCount;Job_IterationCount;Job_IterationTime;Job_LaunchCount;Job_MaxIterationCount;Job_MaxWarmupIterationCount;Job_MemoryRandomization;Job_MinIterationCount;Job_MinWarmupIterationCount;Job_RunStrategy;Job_UnrollFactor;Job_WarmupCount;Job_Display;Params;Measurement_LaunchIndex;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Nanoseconds;Measurement_Operations;Measurement_Value
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;8;200;10;20
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;9;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;10;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;11;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;12;200;10;20
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;13;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;14;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;15;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;16;400;10;40
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;17;600;10;60
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;18;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;19;300;10;30
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Overhead;Actual;20;200;10;20
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;1;7555000;10;755500
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;2;5889500;10;588950
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;3;5706100;10;570610
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;4;5231100;10;523110
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;5;5875500;10;587550
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;6;6091800;10;609180
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;7;5654200;10;565420
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;8;5308400;10;530840
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;9;5542800;10;554280
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Warmup;10;5435100;10;543510
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;1;5314900;10;531490
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;2;5452000;10;545200
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;3;5228000;10;522800
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;4;5543400;10;554340
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;5;5261400;10;526140
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;6;5604400;10;560440
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;7;5783800;10;578380
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;8;7026900;10;702690
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;9;6149300;10;614930
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;10;5680300;10;568030
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;11;5568300;10;556830
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;12;5354700;10;535470
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;13;5675000;10;567500
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;14;5706200;10;570620
MassTransitBenchmark.MassTransit;Benchmarking.Benchmarks;MassTransitBenchmark;MassTransit;Job-GJHEED;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;"Job-GJHEED(InvocationCount=1, UnrollFactor=1)";MessageSize=1024;1;Workload;Actual;15;5451000;10;545100
